,TS5b,TS5c,TS5d,TS8b,TS9b,TS9d,TS6a,TS6b,TS6c,TS6d,TS6e,TS6f,TS7a,TS7c,TS7e,TS7f,TS7g,TS7h,TS8a,TS8d,TS8J,TS8K,TS8L
TRINITY_DN34138_c1_g1,11.568,60.003,19.787,22.217,50.533,67.128,8.115,13.184,4.236,3.966,106.606,22.021,7.88,33.691,45.448,16.26,2.684,1.204,161.738,0.396,1.04,2.702,4.055
TRINITY_DN34140_c3_g7,76.66,79.624,72.661,69.428,79.26,88.053,45.406,76.77,83.303,71.515,86.384,70.364,77.839,63.765,83.194,61.937,86.655,71.257,52.037,53.61,53.124,63.13,75.626
TRINITY_DN34140_c3_g9,16.766,13.162,15.53,17.589,18.146,13.677,36.292,15.133,13.47,7.402,12.202,14.886,16.223,16.439,17.485,16.26,15.625,16.976,7.766,7.661,8.502,13.258,2.506
TRINITY_DN34141_c1_g1,15.336,6.59,17.823,20.823,11.798,15.451,9.992,14.159,6.415,13.266,19.441,16.442,8.704,12.533,10.698,20.499,7.615,15.176,9.431,17.894,9.401,12.283,11.86
TRINITY_DN34141_c1_g2,72.333,75.043,83.797,55.611,83.71,78.468,84.926,75.308,80.651,68.848,79.925,72.114,79.48,64.143,72.659,77.268,69.844,61.118,39.897,39.763,45.077,64.76,42.369
TRINITY_DN34142_c0_g1,38.087,34.844,36.234,37.799,37.098,38.76,34.599,29.771,36.89,20.853,36.107,34.298,32.23,35.723,33.982,29.857,20.938,18.413,21.768,19.243,14.803,18.355,5.27
TRINITY_DN34143_c0_g1,4.345,2.512,1.118,2.667,1.251,3.379,1.562,2.061,1.488,41.375,3.593,1.759,1.44,1.653,1.699,0.879,42.054,34.534,9.183,62.71,14.581,39.385,28.033
TRINITY_DN34143_c2_g2,189.399,64.35,53.912,183.586,103.922,151.389,68.601,119.117,49.274,1041.997,189.407,85.224,74.396,72.638,93.982,123.144,1370.602,1315.211,448.853,1758.495,450.442,1593.78,1035.104
TRINITY_DN34143_c3_g1,297.528,109.522,71.14,190.091,98.161,291.25,116.762,154.608,116.071,2508.347,289.272,124.024,84.872,118.541,108.813,146.596,2663.172,2278.434,775.783,4009.897,701.332,2883.372,1809.951
TRINITY_DN34143_c3_g3,176.777,18.161,21.066,87.398,41.33,90.681,31.52,86.089,37.8,2012.785,150.705,40.988,45.047,28.05,38.767,62.028,3431.007,2419.589,231.81,4968.787,151.103,2516.248,308.639
TRINITY_DN34145_c0_g1,15.198,23.777,20.366,12.386,14.552,11.959,21.651,15.518,16.016,9.618,13.835,12.109,13.773,20.715,12.879,11.573,11.62,15.979,9.183,10.323,9.29,12.506,5.361
TRINITY_DN34146_c0_g1,66.65,48.562,58.491,57.2,63.851,56.164,61.767,64.851,68.503,45.514,65.872,56.808,56.348,63.016,56.489,56.47,43.375,37.681,30.434,35.087,35.898,51.097,23.295
TRINITY_DN34147_c0_g1,27.445,20.656,21.219,24.354,23.621,26.05,25.282,22.153,23.596,17.484,25.747,23.09,22.046,24.753,23.185,26.331,20.843,18.594,20.372,24.494,43.188,16.503,21.245
TRINITY_DN34148_c0_g1,2.429,0.878,0.861,1.152,0.907,2.187,1.43,0.898,1.882,3.688,2.322,1.388,0.793,1.316,0.751,1.054,3.406,1.942,7.963,4.388,5.029,2.507,12.468
TRINITY_DN34149_c0_g1,11.458,8.207,4.884,6.142,8.405,7.96,8.079,9.636,5.601,5.24,8.31,4.51,7.657,7.434,9.098,10.32,3.814,8.715,4.964,6.924,9.038,6.685,3.462
TRINITY_DN34151_c0_g1,36.373,12.449,6.856,17.515,13.452,37.587,18.001,18.451,8.087,286.855,26.409,12.529,11.686,12.393,11.017,12.477,295.778,220.725,85.419,459.276,114.731,286.334,101.852
TRINITY_DN34151_c1_g2,11.88,4.103,4.546,2.676,4.434,7.322,3.939,10.166,5.426,15.149,12.402,5.192,1.895,3.265,3.136,9.706,28.499,15.875,54.271,28.505,48.247,11.1,71.784
TRINITY_DN34151_c1_g3,0.128,0.209,0.209,0,0.319,0.685,0.851,0.128,0,0,0,0,0,0.354,0.294,0,1.499,0.686,0.9,0.216,0.343,0.153,0.289
TRINITY_DN34151_c1_g5,1.292,0.8,0.579,0.502,0.529,1.333,0.404,1.607,0.166,1.167,3.13,0.606,0.223,0.485,0.98,1.302,2.084,0.583,6.536,4.658,5.251,1.323,3.052
TRINITY_DN34152_c1_g1,32,27.585,26.393,30.598,24.528,32.161,23.265,30.583,28.226,14.672,35.009,31.496,22.47,27.277,26.321,32.321,17.383,14.865,20.465,19.836,18.741,11.392,11.101
TRINITY_DN34152_c1_g4,30.075,25.463,25.371,27.792,28.609,27.871,27.826,26.941,29.722,19.023,30.029,27.609,35.419,29.892,26.599,28.579,19.276,21.78,18.635,14.693,14.763,19.929,4.89
TRINITY_DN34156_c0_g1,41.277,41.555,39.879,41.804,41.809,40.929,40.932,41.715,38.527,22.804,43.138,39.221,39.848,39.703,41.585,35.979,19.808,25.885,21.634,23.649,18.025,26.266,5.983
TRINITY_DN34157_c0_g1,28.893,25.95,25.862,29.009,36.401,29.072,34.371,27.933,29.477,24.249,35.254,33.735,28.817,27.598,29.759,30.57,24.957,31.388,12.72,16.689,19.933,32.784,5.604
TRINITY_DN34158_c0_g1,11.376,9.885,7.355,6.541,13.595,19.591,9.202,6.173,6.004,12.098,8.12,4.148,7.88,10.378,10.478,6.338,18.459,9.919,19.783,41.165,28.375,9.665,34.092
TRINITY_DN34159_c0_g1,57.465,42.329,47.974,46.477,52.322,49.415,49.679,47.862,48.382,34.119,49.878,43.681,41.304,45.106,46.673,44.466,28.431,32.139,31.117,26.688,24.386,31.656,15.778
TRINITY_DN34160_c0_g3,23.017,9.589,7.395,15.619,13.637,28.378,6.386,13.167,11.719,96.255,33.92,13.363,10.052,11.011,9.09,15.546,135.315,80.386,95.491,247.406,110.288,91.457,115.778
TRINITY_DN34161_c1_g5,81.17,74.556,65.145,107.282,69.679,84.861,96.05,67.784,88.195,58.382,87.328,59.172,84.857,78.534,73.582,101.898,62.188,70.623,34.385,32.731,32.586,40.666,20.729
TRINITY_DN34163_c0_g1,28.151,25.455,30.505,35.104,10.983,18.868,27.335,24.598,11.378,23.626,26.899,22.459,18.426,17.006,12.675,17.106,18.718,26.791,11.334,17.84,15.106,12.019,9.734
TRINITY_DN34165_c0_g1,14.025,16.44,16.383,15.248,19.716,16.212,17.624,15.296,19.482,13.571,12.048,18.386,14.505,12.812,20.286,16.948,13.827,16.38,9.866,8.057,8.088,14.957,6.196
TRINITY_DN34167_c0_g1,89.236,88.874,98.538,94.042,85.045,79.078,110.349,88.842,117.655,77.763,95.039,93.664,88.054,82.341,90.225,81.582,71.22,78.055,55.946,52.387,58.84,82.168,46.833
TRINITY_DN34168_c0_g2,10.477,3.408,3.734,4.33,2.553,6.045,4.202,6.677,5.995,20.217,7.956,4.662,1.363,5,4.965,2.024,26.156,16.665,23.02,19.854,47.692,15.166,58.587
TRINITY_DN34169_c0_g1,4.95,11.849,9.286,11.735,7.499,9.669,12.755,5.07,6.345,6.792,14.57,14.684,16.592,7.039,6.084,15.729,4.373,5.244,8.47,8.812,6.604,6.434,4.799
TRINITY_DN34170_c0_g2,84.277,22.325,19.368,53.177,26.98,74.554,12.896,21.948,11.912,277.357,82.148,39.271,11.809,38.765,20.964,28.853,100.468,104.458,185.719,369.805,105.38,90.496,520.164
TRINITY_DN34170_c0_g6,0,0.313,0.161,0.585,0.252,1.549,0.667,0,0.464,0.982,0,0.387,0.254,0,0.547,0.183,2.507,0.246,5.377,0.342,0,1.058,4.374
TRINITY_DN34170_c0_g8,38.197,16.97,11.643,23.88,14.586,39.624,12.124,14.107,15.167,113.222,44.489,24.832,10.337,22.401,8.542,18.085,61.684,51.161,132.224,144.124,67.16,43.786,154.061
TRINITY_DN34170_c0_g9,8.562,1.513,4.216,4.878,3.3,13.715,1.518,3.377,3.877,13.916,23.469,4.224,2.711,1.809,1.486,6.255,23.608,10.592,19.038,55.643,22.993,8.871,4.859
TRINITY_DN34171_c0_g1,51.149,53.152,50.484,66.176,60.182,62.763,57.504,60.174,52.679,36.228,60.465,60.906,55.192,51.101,53.59,55.358,32.654,36.283,31.396,33.864,25.658,41.014,14.913
TRINITY_DN34171_c0_g2,42.542,43.077,37.996,41.385,32.488,50.119,48.336,41.014,42.807,29.317,47.746,45.616,44.146,33.946,34.129,39.563,21.946,24.719,26.98,31.274,26.618,28.703,18.223
TRINITY_DN34176_c1_g3,10.963,10.823,10.042,8.92,11.58,15.151,18.115,11.098,10.354,7.654,9.009,11.208,8.943,10.189,7.505,13.638,11.647,8.896,8.345,9.37,10.906,7.005,8.762
TRINITY_DN34176_c2_g7,53.597,54.787,46.099,57.572,60.786,56.953,57.697,61.765,57.72,43.723,62.851,58.768,52.843,56.232,54.366,59.199,43.947,48.299,44.137,32.641,49.217,42.379,24.875
TRINITY_DN34177_c0_g1,19.58,16.813,16.262,20.042,18.793,17.695,17.966,16.322,15.211,14.459,17.872,16.972,19.481,19.654,14.365,16.492,12.56,15.124,12.668,11.024,16.601,13.801,10.843
TRINITY_DN34178_c0_g3,33.504,31.106,32.516,35.773,31.338,29.814,41.818,43.314,40.382,19.315,32.233,38.102,41.011,29.687,38.882,29.766,26.346,30.261,16.939,19.98,12.935,17.019,12.073
TRINITY_DN34180_c0_g1,118.359,96.099,121.125,121.248,113.545,105.682,119.762,126.949,135.938,110.874,105.644,106.883,112.665,106.362,99.094,97.203,92.553,109.314,101.665,84.291,105.774,121.163,152.877
TRINITY_DN34181_c0_g1,49.124,44.042,43.387,56.382,48.014,49.443,56.74,51.274,54.622,33.071,54.26,48.443,45.425,46.536,50.192,52.953,36.196,37.448,42.751,36.202,35.221,36.836,38.162
TRINITY_DN34182_c0_g1,3.951,2.373,1.65,2.797,1.889,5.473,2.412,3.283,1.908,10.307,3.538,2.583,1.009,2.393,1.952,1.336,7.874,5.335,16.608,15.916,33.454,6.88,31.541
TRINITY_DN34183_c0_g1,33.944,30.532,30.03,32.967,32.152,36.723,34.151,31.942,33.293,17.152,34.047,33.028,35.488,32.927,26.975,34.992,20.312,17.559,21.893,20.7,12.885,17.979,5.923
TRINITY_DN34184_c0_g2,13.805,9.676,12.166,12.339,19.414,17.32,9.948,12.432,11.605,5.558,17.237,11.907,12.464,14.449,14.022,12.518,6.307,11.796,4.788,5.071,6.927,9.888,3.979
TRINITY_DN34186_c0_g1,2.264,3.999,1.464,5.036,3.392,9.556,3.746,2.505,4.63,47.093,5.244,2.499,2.619,3.964,3.912,2.995,18.241,51.174,22.223,30.645,13.521,54.175,53.075
TRINITY_DN34188_c2_g1,16.848,24.846,22.305,27.392,23.864,32.611,33.572,22.384,32.383,9.273,24.957,31.429,20.652,18.634,19.821,24.622,12.751,14.075,15.367,11.905,9.058,15.431,7.244
TRINITY_DN34189_c0_g9,31.13,28.15,27.889,28.925,28.651,28.162,31.318,29.001,30.344,15.269,34.583,30.672,28.286,26.915,22.377,26.074,13.677,14.516,19.235,17.606,11.34,15.403,7.426
TRINITY_DN34191_c0_g1,13.695,8.189,12.915,12.107,17.978,8.308,18.273,7.071,12.043,12.523,12.057,8.676,13.619,10.271,10.151,20.358,8.705,9.064,13.33,7.859,1.111,13.425,2.536
TRINITY_DN34191_c0_g2,4.592,6.859,4.699,5.259,5.584,5.107,4.456,6.062,3.588,6.062,6.886,4.586,5.469,11.603,5.398,5.334,5.136,5.231,2.647,3.669,6.139,6.03,2.84
TRINITY_DN34192_c0_g1,43.578,45.146,45.495,42.909,41.826,40.638,56.012,46.144,40.802,26.2,42.648,39.002,43.769,36.241,40.67,35.349,23.295,26.791,17.146,22.138,18.095,35.082,7.426
TRINITY_DN34194_c0_g1,142.925,122.718,124.464,167.577,129.953,166.587,137.895,157.113,120.919,127.482,154.697,133.768,126.646,134.93,116.882,148.604,128.953,123.195,145.874,144.304,203.41,109.618,156.962
TRINITY_DN34195_c0_g1,104.453,114.077,122.388,124.537,123.252,104.64,99.305,113.227,154.09,40.274,169.067,119.792,110.932,107.415,114.677,129.54,66.166,103.15,61.551,52.495,42.138,76.639,15.763
TRINITY_DN34196_c0_g2,2.163,0.461,3.114,1.143,1.159,3.182,2.035,0.256,0.814,7.243,1.007,1.759,0.293,0.395,2.605,0.448,13.623,11.188,2.802,20.664,7.987,8.788,3.781
TRINITY_DN34199_c0_g1,63.863,55.03,56.27,64.336,72.315,76.121,77.54,52.505,57.038,34.437,67.959,57.885,61.293,53.535,56.783,48.249,30.978,42.381,24.292,26.041,28.89,47.616,16.279
TRINITY_DN34201_c0_g1,7.856,4.677,1.609,1.208,2.544,5.003,4.842,3.608,2.836,6.5,4.645,3.93,1.394,3.602,4.386,2.572,14.031,13.039,16.319,31.598,52.64,32.658,30.402
TRINITY_DN34202_c0_g2,85.735,76.955,69.852,83.44,74.717,89.123,89.304,73.461,81.176,103.856,93.796,73.932,62.826,76.042,79.217,91.421,99.637,99.926,125.647,132.704,157.404,96.304,152.406
TRINITY_DN34203_c0_g1,8.717,4.668,4.997,5.798,6.751,6.102,9.167,5.506,3.597,3.011,5.824,8.129,7.849,5.395,4.41,5.052,3.923,3.496,2.254,6.24,5.978,3.482,2.445
TRINITY_DN34204_c2_g3,13.035,6.677,10.179,6.82,5.534,7.331,10.834,13.911,8.91,6.46,8.736,6.85,8.697,13.495,6.297,9.308,12.983,15.344,4.891,6.924,9.613,13.579,2.764
TRINITY_DN34204_c2_g4,23.201,13.597,29.982,17.738,11.781,12.053,28.712,28.42,28.033,23.002,28.804,16.653,29.056,10.345,22.573,8.329,5.544,8.818,5.926,11.078,10.108,23.313,5.072
TRINITY_DN34207_c0_g1,40.58,34.331,29.925,33.246,37.224,30.312,32.563,39.142,35.525,32.448,40.652,33.608,34.733,36.381,36.971,37.862,29.085,25.574,33.402,30.879,49.681,29.246,33.424
TRINITY_DN34208_c0_g2,44.504,37.921,30.497,34.482,50.676,40.807,41.959,38.509,39.017,31.267,44.616,44.27,39.84,34.588,40.392,44.209,34.779,33.097,29.835,19.423,21.468,33.466,15.383
TRINITY_DN34209_c0_g1,16.793,14.536,14.154,14.727,18.062,20.277,16.203,14.107,15.089,8.065,16.811,18.066,16.77,13.404,13.214,15.389,8.882,9.012,13.154,9.909,8.371,8.384,5.345
TRINITY_DN34212_c0_g1,23.796,16.179,10.082,14.123,11.16,21.45,14.896,10.756,17.863,61.459,20.376,10.199,5.669,10.436,8.371,7.723,41.59,20.55,77.953,57.351,82.761,35.82,170.644
TRINITY_DN34214_c0_g2,67.567,64.532,63.375,70.775,64.019,61.618,75.373,59.422,64.906,37.767,66.671,66.964,68.619,72.202,64.729,67.329,41.195,45.075,30.951,35.429,26.981,49.106,14.017
TRINITY_DN34215_c0_g1,7.865,8.268,6.783,11.113,11.143,7.519,8.115,9.405,6.695,5.319,10.134,7.918,11.331,9.325,7.105,7.989,8.95,9.297,4.529,4.478,6.604,9.526,3.417
TRINITY_DN34216_c0_g1,24.979,24.229,19.424,62.004,32.253,55.376,6.062,5.797,11.999,48.831,11.603,11.621,18.256,10.921,13.287,13.448,34.398,29.394,267.209,173.474,181.942,56.013,482.685
TRINITY_DN34217_c0_g1,54.816,45.728,41.657,47.249,49.501,48.138,45.854,41.698,43.944,37.78,49.679,43.327,39.709,44.423,41.764,51.932,42.149,34.081,44.292,45.356,33.908,29.956,47.79
TRINITY_DN34218_c0_g1,59.198,66.341,65.563,55.992,63.91,62.303,56.583,55.335,62.998,53.367,61.373,60.956,51.949,63.025,56.84,52.488,46.045,50.384,48.728,32.929,41.27,45.652,33.272
TRINITY_DN34219_c5_g8,14.85,20.925,15.771,16.446,19.59,22.454,12.141,17.775,16.612,13.863,18.561,21.466,19.789,14.079,18.073,17.903,19.549,19.281,10.434,8.345,7.937,17.311,4.055
TRINITY_DN34221_c0_g2,114.848,121.353,115.774,115.264,145.092,90.953,137.412,132.071,113.55,122.667,108.012,93.361,101.049,91.988,93.737,89.869,114.036,126.406,148.036,122.993,112.651,130.647,240.059
TRINITY_DN34223_c0_g1,84.167,72.904,73.328,70.562,68.411,64.782,68.952,67.587,72.415,44.135,72.368,72.61,64.097,78.361,68.592,71.552,42.517,53.297,45.078,49.618,49.752,50.652,32.862
TRINITY_DN34224_c0_g3,35.108,43.085,34.608,32.679,39.432,39.708,40.748,34.413,44.855,24.581,44.807,34.441,35.334,41.923,32.675,41.297,23.867,25.121,20.848,21.581,23.063,20.208,11.329
TRINITY_DN34226_c0_g8,34.604,33.218,30.102,32.214,36.619,31.992,37.695,32.011,37.827,20.018,36.833,31.808,35.403,34.136,32.855,35.905,22.845,22.233,16.991,16.383,12.854,16.211,6.333
TRINITY_DN34227_c0_g1,10.037,9.163,10.05,13.111,11.286,10.598,10.159,9.208,9.321,7.999,10.723,7.085,10.923,9.424,8.747,11.39,6.839,7.536,8.8,9.621,10.229,6.476,8.246
TRINITY_DN34228_c0_g3,66.934,57.291,45.519,46.97,53.422,73.286,56.319,52.12,58.954,31.121,60.329,55.066,57.48,52.622,50.723,53.5,30.76,27.063,52.451,44.331,46.117,21.252,26.742
TRINITY_DN34228_c0_g7,0.467,0.122,0.241,0.734,0.361,0.329,0.64,0,0.735,2.467,0.29,0.286,0.293,0.14,0.237,0,0,0.971,4.323,4.154,2.282,0.766,4.784
TRINITY_DN34229_c0_g1,3.346,1.626,1.271,2.276,1.612,3.99,2.57,2.351,2.582,17.152,4.4,1.624,1.263,1.776,1.348,1.742,19.004,18.698,8.852,46.201,10.603,19.108,22.187
TRINITY_DN34230_c0_g1,8.057,5.512,6.091,7.266,10.328,10.288,6.781,6.019,6.713,4.656,8.401,8.81,6.902,6.332,5.333,5.749,4.918,4.61,7.042,6.025,4.706,3.927,2.582
TRINITY_DN34231_c0_g1,22.339,15.805,18.781,19.039,24.729,17.77,22.063,17.151,17.25,14.433,22.081,19.901,19.728,20.92,17.828,19.321,13.391,17.002,8.956,11.905,15.601,14.79,6.044
TRINITY_DN34232_c0_g1,16.197,9.693,7.789,10.788,8.221,17.657,7.702,11.098,11.772,41.044,13.245,11.301,4.522,8.988,8.142,5.475,29.017,20.058,56.856,51.057,76.854,20.291,112.983
TRINITY_DN34233_c0_g1,1.467,1.513,2.036,1.505,2.779,0.995,2.772,2.103,2.888,3.131,2.368,3.307,2.457,3.084,2.458,1.784,0.831,3.431,2.616,0.108,2.595,3.106,2.855
TRINITY_DN34233_c0_g3,3.547,2.182,4.603,4.153,3.846,2.582,3.825,4.164,3.168,6.381,5.815,4.636,3.228,6.587,5.014,3.559,3.201,7.938,4.922,1.115,8.876,5.919,5.558
TRINITY_DN34233_c0_g4,1.897,2.356,2.551,1.84,1.621,1.314,2.781,2.497,2.774,2.879,3.23,1.961,3.027,2.5,2.883,1.883,0,2.978,2.316,0.414,4.029,2.451,2.931
TRINITY_DN34234_c0_g1,26.693,27.341,23.979,30.375,20.472,29.363,29.923,27.881,27.972,23.838,25.583,28.593,28.563,29.942,34.349,32.76,29.63,23.878,34.457,32.263,32.404,22.882,31.647
TRINITY_DN34236_c0_g1,6.737,4.043,2.688,5.12,3.695,3.905,2.842,5.079,3.912,6.235,2.976,3.156,3.728,6.76,2.858,4.471,8.31,7.562,12.192,13.02,15.692,5.696,26.12
TRINITY_DN34237_c1_g1,61.544,59.933,54.757,52.573,47.51,58.107,54.916,69.477,57.519,46.642,55.349,51.75,50.278,56.388,55.533,54.222,42.285,42.343,57.984,45.877,72.522,39.371,53.318
TRINITY_DN3424_c0_g1,67.943,62.594,71.204,79.203,88.001,71.907,77.68,54.181,86.952,48.565,81.259,56.639,62.603,51.495,70.723,66.798,73.917,70.519,76.288,60.049,32.565,53.27,68.2
TRINITY_DN34241_c1_g1,15.858,14.657,15.192,11.401,12.915,15.254,19.045,13.047,12.866,8.702,15.368,12.075,13.819,16.217,16.227,14.327,7.697,8.715,6.66,7.715,4.938,7.451,1.336
TRINITY_DN34243_c0_g2,7.856,9.319,7.298,11.02,8.8,7.285,9.194,6.199,5.304,6.115,7.974,6.732,9.167,10.386,10.176,8.246,8.596,7.899,5.77,3.417,5.978,8.064,4.601
TRINITY_DN34244_c0_g3,0.037,2.252,0,0.827,0.034,0.019,3.877,0.017,0,0.027,0.018,0,9.991,1.085,0.041,0.382,2.602,0.531,0.228,0,0.252,0.042,0.38
TRINITY_DN34245_c0_g6,59.583,42.72,42.43,43.049,58.477,53.339,44.705,49.495,48.732,26.093,54.451,52.886,42.775,43.222,44.296,48.398,26.646,30.274,23.423,20.915,20.781,33.703,8.884
TRINITY_DN34246_c1_g1,4.519,3.408,2.776,3.68,2.326,7.097,3.141,4.189,2.267,15.043,5.788,4.502,1.926,4.26,3.014,2.804,15.98,13.661,23.557,34.385,31.293,15.946,41.017
TRINITY_DN34248_c0_g1,50.508,38.295,43.379,39.964,39.458,37.23,43.757,40.621,44.907,21.941,41.868,38.893,42.86,42.852,37.771,37.937,22.232,26.221,25.905,24.099,20.761,27.269,13.561
TRINITY_DN34249_c2_g4,41.213,64.741,65.974,54.292,62.382,58.389,66.478,66.706,64.871,50.608,73.683,58.415,48.021,58.715,50.756,47.992,44.996,41.708,31.179,35.95,34.999,54.635,26.089
TRINITY_DN34250_c0_g1,112.309,81.737,48.287,110.47,16.853,134.942,74.356,77.727,89.429,260.045,213.865,170.019,84.402,78.427,95.591,60.353,397.322,107.864,547.561,257.1,539.414,121.957,1766.125
TRINITY_DN34252_c1_g5,23.879,19.656,17.196,20.832,15.677,22.661,19.835,21.845,19.307,12.218,23.152,23.317,19.704,25.558,17.803,21.296,12.751,14.244,15.45,16.258,11.855,12.047,9.096
TRINITY_DN34253_c1_g2,41.085,32.505,31.647,33.097,35.209,40.741,32.16,36.448,28.847,17.073,40.598,51.044,32.522,31.784,31.058,29.085,16.688,20.589,22.782,19.639,13.329,16.489,5.831
TRINITY_DN34254_c1_g4,20.661,18.909,17.461,17.227,20.312,18.944,19.457,22.871,18.038,12.032,23.361,17.519,18.718,20.131,18.432,22.125,13.391,14.101,12.472,11.15,9.977,14.08,3.857
TRINITY_DN34258_c0_g10,89.759,90.691,83.539,79.64,63.717,71.512,88.242,91.749,85.062,73.04,72.885,76.01,74.481,78.18,78.817,62.775,46.849,61.74,32.803,31.832,46.793,81.11,18.648
TRINITY_DN34258_c0_g11,17.105,32.618,27.028,31.322,13.2,1.868,11.387,15.621,5.916,15.839,12.392,4.906,10.638,5.46,3.83,9.632,27.954,24.499,2.637,3.417,6.675,18.216,1.215
TRINITY_DN34258_c0_g8,22.476,36.861,6.574,81.981,9.438,31.598,19.256,64.483,26.659,29.834,9.526,9.525,6.278,68.436,21.511,13.132,2.438,7.381,4.137,2.356,3.383,30.458,7.502
TRINITY_DN34259_c0_g3,35.135,28.454,31.382,24.558,29.86,32.602,33.748,32.336,34.142,23.361,18.825,27.247,28.07,32.894,24.492,30.413,22.219,21.793,28.449,27.48,27.173,22.38,25.148
TRINITY_DN34260_c0_g1,35.236,31.123,31.848,34.277,38.727,32.968,32.388,30.72,30.011,20.257,40.933,35.426,31.328,35.386,29.327,32.586,20.121,21.935,20.838,16.294,14.076,25.765,4.784
TRINITY_DN34261_c1_g1,22.871,23.125,26.835,24.447,24.41,26.763,42.336,19.879,23.604,19.155,19.922,19.085,29.01,24.975,21.299,27.202,21.837,22.078,13.94,11.564,13.794,17.952,16.629
TRINITY_DN34261_c1_g10,23.109,18.396,18.451,15.973,20.472,19.713,22.151,17.904,20.41,15.362,20.984,16.947,18.133,20.263,14.627,19.852,15.966,15.772,16.143,15.772,14.662,14.818,16.401
TRINITY_DN34261_c1_g11,1.852,2.243,0,3.828,4.895,4.112,1.869,3.104,3.168,1.313,2.313,2.036,2.419,1.217,2.475,0,0.572,1.839,0.403,1.726,1.848,0.891,0.79
TRINITY_DN34261_c1_g12,0.532,1.408,1.223,0.483,1.26,0.648,1.307,0.479,0,0,0.608,0.303,0.339,0.65,1.013,0,0,0.35,0.269,0.504,0.737,0,1.002
TRINITY_DN34261_c1_g13,1.797,1.8,2.47,1.31,3.997,2.807,0.93,2.155,3.177,0.637,3.193,2.306,1.864,2.335,0,2.364,2.956,3.03,1.51,1.457,3.908,3.008,0.759
TRINITY_DN34261_c1_g2,0,0,3.114,0,0,2.469,1.693,0,0,1.725,0,0,0.747,1.406,0,2.588,1.771,0,2.616,0,0,0,1.093
TRINITY_DN34261_c1_g3,0.596,0.922,2.132,1.756,1.713,2.873,1.018,1.548,1.077,1.287,1.397,0.395,2.257,1.784,0.359,3.41,1.921,1.968,1.562,0,0.677,0.515,1.078
TRINITY_DN34261_c1_g4,1.888,2.06,0,4.664,5.173,0.92,0.921,5.147,1.812,0,1.742,7.868,1.448,1.225,2.042,0,0.885,2.046,0.393,4.406,4.322,1.058,0
TRINITY_DN34261_c1_g6,0.614,0.574,0.217,0.762,0.966,1.295,2.36,0.496,0.473,2.56,0.98,0.606,0.3,1.809,1.282,1.062,0.981,2.81,2.254,2.032,3.484,2.841,5.345
TRINITY_DN34261_c1_g7,43.064,43.937,44.602,41.673,43.681,41.37,49.907,34.978,43.095,31.983,45.868,40.668,40.803,43.806,42.548,45.835,30.106,34.237,28.873,28.613,29.324,35.374,27.988
TRINITY_DN34261_c1_g8,0,0,1.585,0,0,0.544,0.289,0,0,1.088,0,0,0.778,0.214,0,2.008,3.338,0.79,6.98,0,0,0,3.386
TRINITY_DN34261_c1_g9,1.797,1.521,2.116,1.561,2.528,3.483,2.386,0.915,1.54,0.915,0.526,2.339,1.718,1.266,1.062,2.489,3.855,2.901,0.372,0.773,0.636,2.145,0.623
TRINITY_DN34262_c0_g2,31.34,28.298,33.796,27.141,30.448,28.321,31.125,25.333,33.634,26.531,36.878,24.369,30.381,28.231,21.005,29.21,21.333,25.716,25.584,24.89,32.161,28.411,30.873
TRINITY_DN34263_c0_g1,154.53,140.618,152.064,203.768,156.479,158.767,150.545,149.743,167.393,114.402,174.338,137.58,162.357,136.106,152.611,128.279,104.991,121.11,125.885,99.703,124.526,123.934,77.661
TRINITY_DN34264_c0_g1,36.74,39.808,39.653,34.101,31.682,34.245,35.397,36.243,46.255,26.505,39.427,33.482,36.982,30.55,36.75,30.695,20.938,26.817,22.544,18.703,18.802,27.129,7.593
TRINITY_DN34267_c0_g2,53.239,52.613,56.077,49.46,56.604,49.687,53.214,49.897,48.259,37.316,63.922,43.1,51.888,53.748,51.05,58.511,37.367,38.173,29.318,31.076,27.698,40.109,13.637
TRINITY_DN34268_c0_g1,54.266,54.422,57.436,55.425,53.17,62.144,51.679,54.967,55.278,34.464,51.52,49.512,49.816,47.926,47.685,48.523,37.599,36.645,23.423,27.066,21.347,37.519,15.429
TRINITY_DN3427_c0_g1,0.972,0.113,0.539,0,0,0.291,0.57,0,0.394,0.809,0,0.126,0,0.378,0.319,0,0,0.44,1.344,1.87,2.403,0.334,5.877
TRINITY_DN34271_c2_g1,6.985,2.156,2.06,5.259,1.923,4.694,1.746,3.702,1.479,20.482,3.329,3.189,1.348,3.125,1.462,2.621,14.113,6.19,20.858,28.379,17.005,12.506,34.168
TRINITY_DN34272_c3_g2,15.427,20.482,14.122,22.755,20.858,18.606,23.703,17.399,19.377,11.024,19.051,17.545,22.339,21.307,19.404,22.606,14.209,17.494,11.5,10.017,11.683,18.592,6.09
TRINITY_DN34273_c0_g1,7.306,3.903,4.876,4.479,2.25,6.355,2,4.292,2.521,4.749,2.867,4.376,1.672,2.903,5.39,1.983,4.605,4.208,8.573,8.111,9.845,3.718,13.758
TRINITY_DN34274_c0_g2,90.996,129.334,86.147,90.948,108.725,123.058,121.806,100.342,85.709,60.372,90.92,117.932,89.671,98.797,80.54,88.509,51.685,79.143,55.316,44.96,69.856,62.03,24.343
